sitting,nn,0.016819859493109032,0.01716127113400755,0.0175929507911442,0.017842478405597332,0.017816617759734053,0.01762258075735579,0.017288649653406613,0.016861234200397996,0.016377072039824216,0.01592336065165761,0.015528713046765103,0.015242384733045927,0.015010872683881292,0.014851743542526465,0.01475856819034855,0.014705078840468032,0.01465914543887049,0.014617256854111095,0.014552353014223123,0.014433262318726242,0.014236414699529255,0.014001121705040807,0.013721563762230344,0.01340594338613536,0.013108809038723725
sitting,nn,0.011966521312577598,0.018074013523177616,0.02413400493361252,0.030119408643220352,0.03593725083456069,0.041564836545634705,0.04685016144484262,0.051532405257701155,0.055935506111245606,0.06000040679840374,0.06378638428971449,0.06731622043809703,0.070618805066801,0.07370801077384277,0.07665099726531971,0.07946692950348387,0.08214900458654557,0.08478654832729815,0.0873144699417509,0.08973037067617738,0.09204642287409127,0.09429710544626252,0.0964705062875065,0.09855840603605535,0.10055481238899931
sittingdown,nn,0.018159036122847114,0.017170074201365775,0.015819130726355622,0.015048732333953863,0.014896220423194837,0.014598111566883832,0.01452171276093585,0.014307174300347964,0.01398496833732358,0.013670099135680867,0.013330572731673405,0.013080247284383593,0.012674221335284248,0.01243257208862341,0.012200245060990173,0.012526735125667848,0.01333081567817843,0.013481199905116495,0.01309639635339226,0.012947086295474768,0.012709349997734284,0.012708786566516654,0.012940659139483317,0.012964047560032445,0.01295137269967701
sittingdown,nn,0.011635203358770123,0.01736316755893199,0.023035707582432025,0.028304900950573697,0.03346388950480511,0.03862549802032443,0.043890256822350655,0.04892699890181115,0.05392824969437788,0.058807564050866123,0.0635462577059365,0.06806058640058132,0.07242861230025884,0.07666302668930478,0.08070993230917511,0.08460574866391082,0.08839906200216002,0.0920606108913398,0.09560686772855809,0.09905675600599251,0.10239985844715135,0.10562790064178164,0.10881555724773606,0.11185803240341181,0.11489382242013683
directions,nn,0.007990688488462443,0.00858493962638324,0.008641442687224148,0.00827730350724371,0.00797725684331956,0.007913562576064688,0.00785154329198566,0.007711414250629312,0.007582930337265368,0.007490644386220297,0.007428380681657575,0.007372166393306927,0.007321004002074647,0.007314203155127389,0.007332198951094052,0.007347359600562245,0.007357318366536781,0.007358753675851764,0.007355081905536062,0.007341837708615829,0.0073047866988132735,0.007296294184660385,0.007290316961843108,0.0072839399354816484,0.007270876605132006
directions,nn,0.008968297913613229,0.013289277413716518,0.017369024691957703,0.021083813771840883,0.024382514781307228,0.027448652747330403,0.03040799475322939,0.03324211496123257,0.03603705876400709,0.0388254233430632,0.041561084684190557,0.044219007128426434,0.04679127285415688,0.049248517022009865,0.051579234925536184,0.05378527685116774,0.05587114453189796,0.05786084853338665,0.059781622348976375,0.0616376353589263,0.06340223053323842,0.06504046777921796,0.06656434114104104,0.06799012425361113,0.0693305726457575
takingphoto,nn,0.009481239475854494,0.009050472024094322,0.00872510578038565,0.008647788141202444,0.008681865387505431,0.008792546618383143,0.008856999855531665,0.008821526385402439,0.008783335783761887,0.008755091672057517,0.008752250030267928,0.008712230134837113,0.008563609530631002,0.008420921906714094,0.008258084883963563,0.008135442876057088,0.008060033747907218,0.008056482751257496,0.00810574837476725,0.00815425371538563,0.008183170323281422,0.008187459122947363,0.008195268417225121,0.008263389385251483,0.008332347810969885
takingphoto,nn,0.008938077717416068,0.013260396397958093,0.017358442865890677,0.021365025902288608,0.025313926920428994,0.02916344508317937,0.03284538483392645,0.03633676419100604,0.03966132736537074,0.042773205705934694,0.04574593987356984,0.04860759680763482,0.05136117349352951,0.054002506602193245,0.05649758732304694,0.058846075536405605,0.06105438917217671,0.0630942606792525,0.06499742581385155,0.06678127581538484,0.06843697459128757,0.06998646238614244,0.07150426563966651,0.07300510287360151,0.07445570097324605
waiting,nn,0.017996712652741293,0.017502523621542768,0.016924670597359148,0.01670673746951852,0.016760360406450025,0.017066748004537825,0.017347774047797776,0.01747188980448088,0.017545813307154715,0.017684224489929755,0.017923993668454277,0.018158714132852943,0.018324018497177682,0.018381198626304225,0.018284193673940092,0.018139831219432478,0.018142921391497622,0.018240434653677886,0.01830786906261681,0.01828953466155403,0.018306834020054404,0.01837489547543408,0.018458111587108448,0.018490993528040185,0.0184850327601136
waiting,nn,0.009282283756139308,0.013873889441583128,0.018412444109396905,0.023021844503690762,0.027590947806405013,0.03217303580983873,0.036700597402916806,0.04100328592511423,0.04506147625054183,0.04888822425771059,0.05247755316968554,0.055876270925999234,0.059148766887449834,0.06229858278641423,0.06527913244299006,0.06806113131048365,0.0706710746104299,0.07312388359348694,0.07546213424043058,0.07770450650484545,0.07986854522783277,0.08194854570243217,0.08396652309279226,0.08596012432963596,0.08795815901293005
