mean: 0.0491328102208	0.0607365727775	0.0679872640873	0.073137368806	0.0766568585181	0.0795379085569	0.0810800123937	0.0803287506793	0.0851595227467	0.0951649637051	0.0978887363704	0.0959682958511	0.0921637953113	0.0868243406893	0.0802112325936	0.0737602250812	0.0793948472337	0.0953156238177	0.110278013921	0.123524668144	0.135543353096	0.149161763394	0.164476213887	0.181025055561	0.198942307742
std: 0.00506671285501	0.00666663346119	0.00908622497787	0.01151926805	0.0127051818745	0.0128197931585	0.0125744892622	0.0125794642324	0.0125165031554	0.012239952041	0.0117781003551	0.0112951717078	0.0111495894242	0.0115315612645	0.0123161518756	0.0129519623725	0.0129721028111	0.0126100294626	0.0126628078339	0.013321907172	0.014194040559	0.015131424082	0.0159151198764	0.016830637502	0.0178933209945
mean sub: 0.194830918699	0.190691083431	0.170144415147	0.149756780469	0.132287036149	0.12024162504	0.110818813249	0.101218209632	0.101466587447	0.108244226766	0.106461590478	0.101475178792	0.0970626353502	0.0939328676406	0.0923570696196	0.0929642063	0.103089558553	0.119802855007	0.134296021687	0.146260732697	0.156324621074	0.166494675777	0.177062047957	0.187824643677	0.198942307742
std sub: 0.035992437257	0.0301338403277	0.0244122314463	0.019718994438	0.016786314264	0.0150586682386	0.0143086355962	0.0143471044798	0.0151742852235	0.0158355713352	0.0162492326039	0.0166610143105	0.0174439335222	0.018469661561	0.0192120702519	0.0193085594605	0.0183608445547	0.0170413572797	0.0163387584385	0.0163124023332	0.0165164433981	0.0168233793693	0.0170810319207	0.0174662361159	0.0178933209945
mean label: 0.321028332502	0.219087611244	0.18517210628	0.173259003885	0.169140821761	0.168145248874	0.168006231078	0.168233478123	0.168475406404	0.168584055295	0.16850654626	0.168213293588	0.167708884724	0.167156713926	0.166617185142	0.166054582433	0.165544607433	0.165121395654	0.164708647312	0.164381718296	0.164256779282	0.16432259036	0.164755504959	0.166047509398	0.18448421716
std label: 0.167156607373	0.10380918824	0.0753058148921	0.0643604046147	0.0602827430629	0.0587500587893	0.0576729481942	0.0568212390912	0.0560900899495	0.0552996598474	0.0545833462912	0.0539589747579	0.053463649252	0.0531272739379	0.0528443070454	0.052602838339	0.0524954681734	0.0523761501702	0.0522813024142	0.0522103029346	0.0521328450001	0.0521701765086	0.0524438180078	0.0537385914716	0.127920349425

mean: 0.0471580823669	0.0540461242045	0.059751804913	0.0644459772252	0.0685899335276	0.071246291817	0.0703977646059	0.0690570919984	0.0724164049376	0.0831070661949	0.0830153936397	0.0791115254253	0.0771951035924	0.0762425351528	0.0741537837371	0.071370529685	0.0717289176218	0.0868593040252	0.098407680148	0.104851587859	0.111190110808	0.121910117887	0.137839337501	0.15578602199	0.175393826095
std: 0.00535614261357	0.00811903537705	0.0106401429394	0.0136392095998	0.0163334047543	0.0179578164026	0.0186121206989	0.0187553719585	0.0185866073051	0.0174873994178	0.01750619884	0.0175345374973	0.0166635318937	0.0153347073739	0.0147293962958	0.0151285131203	0.0171889989414	0.0167662099621	0.0178578157746	0.020446962785	0.0235566280669	0.0262989628655	0.027216256187	0.0274843434341	0.0275690021288
mean sub: 0.150574560562	0.165596154437	0.155060529265	0.139586465166	0.124019209173	0.109202259167	0.0937288848461	0.0849686667559	0.0882434974734	0.102646421089	0.102543820907	0.0967148744571	0.0908289228928	0.0852929514865	0.0807723587162	0.0785841755144	0.0812654518688	0.095511003463	0.107193770852	0.115548241835	0.123811684721	0.134508282169	0.147766231047	0.161487916362	0.175393826095
std sub: 0.0438008567163	0.0394687338286	0.0380638992135	0.0355746356393	0.0323584412788	0.0288500227697	0.0258960429843	0.0234921334253	0.0215658515438	0.0194781083204	0.0188997061835	0.0193419341267	0.0204028287729	0.0214592861013	0.0226753569904	0.0239558178955	0.0256535524693	0.0250254526604	0.0254110893406	0.0266148037479	0.0279052087253	0.0288891674781	0.0288024457041	0.0282498115877	0.0275690021288
mean label: 0.288911296739	0.182279796157	0.144140887559	0.128633317243	0.121501210106	0.117726548321	0.115307763533	0.113507114209	0.112074133123	0.110933422204	0.110265568732	0.109908584008	0.109866065555	0.110079750537	0.110639346291	0.11177222763	0.113626600093	0.116113241048	0.118974174331	0.121931831353	0.124718811564	0.127132908423	0.129206962032	0.131249832542	0.150731349829
std label: 0.168367513974	0.111081177517	0.083938373774	0.0749339272336	0.0731480045597	0.0734025297383	0.0740555717483	0.074489110508	0.074810100818	0.0749442409958	0.0751218805766	0.0755399445887	0.076291332356	0.0773985880326	0.0788012162179	0.0801320459983	0.0811760827039	0.0818314117414	0.0820930397996	0.0820468804193	0.0817435435374	0.0813036542526	0.0807706406381	0.0803837422875	0.139254444814

mean: 0.0455083524088	0.0494352069711	0.0545207388133	0.0601207990529	0.0643839291622	0.0660052453857	0.0654670473191	0.0642464860701	0.067055895938	0.0775455403345	0.0788895371113	0.0770098388525	0.0749682012732	0.073159942147	0.0705773461591	0.0682297441089	0.0687453751197	0.0861804477623	0.0954980640297	0.0974421158376	0.097486977685	0.0987144546973	0.107344869031	0.121247102509	0.136856725701
std: 0.00641123021158	0.0101292504102	0.0132256088741	0.0152459215354	0.016306265554	0.0165304407181	0.0166007180498	0.0170854076256	0.0181642300469	0.0179716165831	0.0182278675241	0.0186185387705	0.0189323233288	0.0186222387683	0.0183040197158	0.0181475955393	0.0186717723414	0.0184391997954	0.0184195634006	0.0193419122477	0.0209315675386	0.0238383332849	0.0255191758487	0.0257576863521	0.0255846419804
