0.003357828269402186,0.13260479858740082,"[1.73334701 1.72379075 1.71666612 1.70579041 1.69433464 1.73187009
 1.71304978 1.68304467 1.6534167  1.62656518 1.64918766 1.64252902
 1.62131489 1.59469165 1.58160356 1.6011075  1.58116733 1.59363215
 1.56812699 1.51941656 1.51857929 1.49859938 1.43411208 1.3910353
 1.39535995 1.38509689 1.33782353 1.29608988 1.2846595  1.20613741
 1.18824005 1.15875406 1.13156649 1.06167449 1.05253021 0.94827113
 0.87754033 0.82370492 0.82357197 0.81760157]","[1.77105036 1.77124556 1.76908666 1.76412965 1.74731321 1.76574575
 1.75696637 1.742197   1.73023924 1.72212978 1.74608205 1.73934677
 1.73455743 1.70892555 1.68962747 1.69942392 1.67411779 1.65474792
 1.62786786 1.58126011 1.56557588 1.5133597  1.46506384 1.42689771
 1.39743962 1.39671999 1.3716306  1.34847719 1.3243222  1.2803967
 1.23639049 1.18196655 1.12552182 1.06129776 0.97614363 0.91826948
 0.83626278 0.77795381 0.76246932 0.79350267]"
0.002785708979393045,0.11710869516891839,"[1.67704921 1.70598884 1.72759771 1.66760809 1.62008209 1.63598645
 1.57169276 1.56255593 1.529352   1.52630932 1.58316752 1.58951072
 1.54690618 1.52502589 1.46820122 1.43572546 1.443867   1.42323764
 1.43703512 1.34333141 1.34047424 1.33082753 1.31854765 1.20887921
 1.18819222 1.16350883 1.13157096 1.09615804 1.03518695 0.97329376
 0.95601316 0.85968356 0.85106843 0.81308273 0.74797281 0.70640516
 0.65718217 0.59557725 0.57955916 0.59739682]","[1.6330113  1.63107053 1.61660891 1.60451004 1.58296958 1.60466771
 1.58848741 1.56482357 1.54655297 1.5325018  1.55560378 1.54419896
 1.535217   1.50759385 1.4890638  1.50895624 1.48747489 1.47031933
 1.44811876 1.40124712 1.40381677 1.35710698 1.31320169 1.28139102
 1.25412225 1.27330668 1.25245284 1.22891903 1.20023421 1.15708871
 1.12236281 1.06817928 1.00547463 0.93128793 0.83065344 0.76704084
 0.6667851  0.57913048 0.54699329 0.57542123]"
0.002443907163726787,0.10252952821120702,"[1.29815392 1.21050719 1.17970212 1.14494533 1.11021745 1.16656272
 1.1504784  1.07477545 1.06415155 1.05569669 1.11644078 1.10240827
 1.08715018 1.07471965 1.06881445 1.12505807 1.13008411 1.12269971
 1.12423349 1.12905066 1.18952341 1.18549941 1.16575062 1.10414041
 1.11772108 1.15146173 1.15585293 1.12865704 1.16700705 1.16450838
 1.16821401 1.12140248 0.96748005 0.97347556 0.94036878 0.88325828
 0.81320766 0.79745777 0.78436806 0.811464  ]","[1.31498733 1.26956327 1.22196063 1.19012318 1.15048212 1.15681995
 1.12276806 1.08515767 1.05927792 1.04346358 1.10127666 1.1004419
 1.10233584 1.09716458 1.10024599 1.17959872 1.18044655 1.18691511
 1.20874997 1.18960039 1.22821605 1.1919438  1.16597767 1.15296669
 1.1502134  1.18772212 1.17841177 1.16642555 1.15125354 1.12322228
 1.10324063 1.06433931 1.02243325 0.97182956 0.90140617 0.86565384
 0.80185216 0.75581183 0.75058863 0.77053951]"
0.001564428216777742,0.09100438207965683,"[0.99104234 0.93029634 0.88745272 0.84500642 0.81246417 0.82939724
 0.81719567 0.75483481 0.75677953 0.76631041 0.84100079 0.85997773
 0.89274886 0.90976249 0.9219509  1.01259382 1.00706089 1.00827055
 1.01028255 1.01379495 1.069886   1.06268164 1.0460146  1.04353044
 0.99055929 1.03301362 1.03989941 0.99982037 0.97075186 0.96411284
 0.97470222 0.94618112 0.91721867 0.89334113 0.86514321 0.83994155
 0.83834184 0.81999152 0.81870996 0.84286365]","[1.06022054 0.9824544  0.91269114 0.86660256 0.81828522 0.79898268
 0.76416015 0.73565291 0.73014461 0.7435631  0.83412454 0.86081992
 0.89075299 0.92340266 0.95726112 1.05294484 1.06710999 1.08565434
 1.12828828 1.11850918 1.14183915 1.10856852 1.08940223 1.0827145
 1.08243448 1.10806172 1.09854503 1.08660864 1.07592252 1.05437167
 1.03205481 0.99771923 0.96145134 0.9208117  0.86872692 0.83343369
 0.78822694 0.76850935 0.78101885 0.81033769]"
0.0012557741260776918,0.08026359350976535,"[0.93483602 0.86145815 0.80513618 0.7472208  0.73561918 0.74108907
 0.7068943  0.6912206  0.69308556 0.70994099 0.77624697 0.7931746
 0.80978929 0.83231162 0.86352754 0.93142174 0.95733334 0.97263518
 0.9662608  0.96595507 0.99392127 1.00417615 0.97773973 0.95939062
 0.9490334  0.95412981 0.94636434 0.94662988 0.95201662 0.96972254
 0.95094906 0.89356722 0.79492157 0.78926012 0.75190244 0.72302016
 0.707458   0.70841807 0.7271988  0.81383579]","[1.00019708 0.90419394 0.82277148 0.76924047 0.71884785 0.7138729
 0.67836491 0.64763985 0.643654   0.66208956 0.72947768 0.75383594
 0.78188593 0.81440762 0.84997776 0.90816302 0.92496062 0.94897796
 0.99860084 0.99268731 0.99312652 0.96343857 0.94865892 0.94476374
 0.94579509 0.95372068 0.94772773 0.94117998 0.93408342 0.9212831
 0.88184787 0.8535924  0.82381128 0.79357795 0.75318532 0.71643974
 0.68156835 0.67528117 0.69645212 0.73371294]"
0.0010953928149150063,0.07654925344902049,"[1.01879572 0.92360029 0.8461248  0.7384314  0.70941656 0.72493453
 0.71058841 0.70751967 0.71765334 0.79062242 0.79308386 0.79256474
 0.80710099 0.86395355 0.92879707 0.96827279 0.98385559 0.99578931
 1.00669794 1.00638061 1.02803713 1.031469   1.0450868  1.00252988
 1.02975223 0.99321346 0.97842153 0.96899708 0.96768774 0.91394055
 0.91126048 0.88290015 0.87112227 0.86382952 0.8650326  0.85301453
 0.78678369 0.79102843 0.81536895 0.8616083 ]","[0.88436565 0.78543197 0.69743182 0.64512462 0.6003606  0.60909534
 0.5896152  0.58158248 0.5988347  0.64174769 0.71036165 0.73922269
 0.77176974 0.80333434 0.842645   0.86665479 0.87497953 0.89527191
 0.92440066 0.92035749 0.90812475 0.89125534 0.88239958 0.88254091
 0.89389876 0.90905007 0.91295008 0.91572751 0.92173679 0.91761399
 0.87771514 0.85517606 0.83127218 0.8079667  0.77514563 0.72264702
 0.68379977 0.67729036 0.70154274 0.74093475]"
0.0009962425872993967,0.06812133270391815,"[0.98300406 0.78576839 0.71502805 0.63762586 0.64986133 0.69547382
 0.67664429 0.67410766 0.68446329 0.71023844 0.75355446 0.76281277
 0.8130053  0.81406118 0.84409677 0.844334   0.82515354 0.87925084
 0.85717784 0.86018706 0.8836437  0.86905451 0.82139845 0.80621932
 0.88772501 0.90343101 0.87767497 0.81089112 0.80063042 0.78973479
 0.75307894 0.74280511 0.71941767 0.69798963 0.67089793 0.63873375
 0.64792107 0.64697823 0.65937921 0.68117956]","[0.83470568 0.73256645 0.63816034 0.58233636 0.54103563 0.57008327
 0.56295998 0.56024403 0.5804405  0.62278305 0.70434579 0.72347649
 0.74367695 0.76202064 0.78923653 0.80830606 0.80859278 0.82472586
 0.84135192 0.82849377 0.82813128 0.80802146 0.79490869 0.79198403
 0.80397974 0.84306872 0.8460386  0.84533977 0.84446915 0.83971904
 0.8221851  0.79389516 0.76060515 0.72704906 0.6828285  0.66095781
 0.61542782 0.59826756 0.61912248 0.66284071]"
0.0009037796358267467,0.0641141834731041,"[0.8838219  0.82979499 0.73861304 0.63163225 0.59600651 0.65705982
 0.64181478 0.64657795 0.69569339 0.73874103 0.74007201 0.73981229
 0.74874186 0.76491887 0.79528806 0.768958   0.76427287 0.809326
 0.80075263 0.79039898 0.80362495 0.76368156 0.76663431 0.76927754
 0.7759035  0.82443766 0.8274623  0.83662686 0.83464688 0.82919799
 0.75816245 0.73092229 0.71264214 0.68757095 0.67468053 0.63650852
 0.61635913 0.61642702 0.63771727 0.68239776]","[0.79949621 0.70142865 0.60716588 0.54866897 0.5061928  0.56976839
 0.56709617 0.56416371 0.57766824 0.61087635 0.71803985 0.73272326
 0.74502579 0.75055532 0.76951661 0.80141023 0.79424467 0.79886599
 0.80610198 0.7869573  0.79967426 0.77947768 0.76773007 0.76559697
 0.77778944 0.82366622 0.82424487 0.82318948 0.8256877  0.81933816
 0.80885872 0.77990531 0.74666717 0.71237813 0.66585259 0.6394511
 0.59636351 0.58097439 0.59828599 0.63919753]"
0.0008190006305618833,0.06683290220323668,"[0.88539608 0.78685355 0.68834722 0.65561506 0.62231955 0.67893685
 0.67211093 0.68193784 0.69565755 0.73856204 0.7736274  0.76228221
 0.80935455 0.81523548 0.82526754 0.789973   0.73707073 0.74156318
 0.74750086 0.78564557 0.78768193 0.79266011 0.83145813 0.81706632
 0.83374268 0.88791424 0.89380475 0.86013924 0.85452903 0.80895679
 0.82631551 0.8196016  0.79037071 0.76463947 0.73908229 0.71669335
 0.69864397 0.69830085 0.70203407 0.75409047]","[0.79723855 0.69517362 0.59555511 0.53997401 0.50435454 0.55003379
 0.5559518  0.56137846 0.58254485 0.6254851  0.69991135 0.71278733
 0.72722183 0.7438765  0.76923859 0.76537577 0.75686005 0.76964292
 0.79384682 0.78234243 0.75310506 0.7254288  0.72072263 0.73371803
 0.76090821 0.78176604 0.79266642 0.79964893 0.80844435 0.81247718
 0.78799349 0.76611317 0.73929894 0.7098821  0.67202799 0.6501181
 0.60984183 0.59660822 0.62012746 0.66374892]"
0.000792350451539581,0.059190750698734446,"[0.73904313 0.6680632  0.57427107 0.50111484 0.4648987  0.5719182
 0.58304911 0.59105208 0.59720077 0.6233787  0.69132566 0.72192556
 0.71953987 0.7040178  0.72517171 0.71034834 0.72060693 0.74086718
 0.74661783 0.69033906 0.70252329 0.693931   0.6939175  0.69655876
 0.71533676 0.73566988 0.73890136 0.71264366 0.72690678 0.71865171
 0.72789863 0.71320567 0.68898569 0.64728387 0.63357664 0.62882935
 0.59917183 0.63099257 0.64818587 0.70230531]","[0.75408019 0.65387464 0.55531433 0.50038782 0.46533732 0.53745334
 0.53856947 0.53455495 0.54882859 0.58102545 0.68332251 0.69135268
 0.69377971 0.68134845 0.69301473 0.72951334 0.71908439 0.72185376
 0.72538416 0.6998171  0.73410918 0.71337471 0.69543434 0.68416399
 0.68794559 0.77157152 0.77897628 0.7728664  0.76413578 0.7450336
 0.79273812 0.76401269 0.72272034 0.67441367 0.60988221 0.62847912
 0.57607264 0.54694846 0.55711436 0.598922  ]"
