0.003745828577938179,0.05269919646001116,"[0.67547849 0.57202461 0.57638956 0.58463883 0.58764435 0.58668658
 0.58275217 0.57503273 0.56407428 0.54971734 0.53161076 0.51257181
 0.49435704 0.47897089 0.46281811 0.44981036 0.43734238 0.42310039
 0.40726152 0.39234656 0.38099312 0.37673915 0.37932945 0.38367168
 0.39123245]",0.001
0.001083239998978873,0.04130790927065274,"[0.51717432 0.45226967 0.44339022 0.43808691 0.43603976 0.43599824
 0.4361868  0.4359846  0.43214571 0.42399897 0.41263415 0.40060864
 0.38781864 0.37464349 0.36094657 0.34714722 0.33368181 0.31962446
 0.30600022 0.29367169 0.28366975 0.27771736 0.27758213 0.28413339
 0.29534699]",0.001
0.0006721030696062371,0.05580256197204435,"[0.62603704 0.59377983 0.59695106 0.59426491 0.58639137 0.57462176
 0.56146241 0.54824437 0.53556422 0.52489141 0.51572307 0.50759868
 0.49936328 0.49156868 0.48413867 0.47656399 0.46727613 0.45609051
 0.44379061 0.43288853 0.42605754 0.42263892 0.42265048 0.42724022
 0.43538914]",0.001
0.0005174061432480812,0.04843124823101693,"[0.49673569 0.4977952  0.50047716 0.50055255 0.49964027 0.49954822
 0.50086514 0.49917125 0.4955534  0.48942699 0.48191239 0.47340497
 0.46291615 0.45016215 0.43651216 0.42328494 0.41252716 0.40301588
 0.39818569 0.39375311 0.39431409 0.39477539 0.39509256 0.39513127
 0.39511148]",0.001
0.0004278830700010682,0.07761938373983415,"[0.75944416 0.77599951 0.77549044 0.76538878 0.75254206 0.73641289
 0.71884799 0.70308716 0.68993254 0.6804427  0.67293562 0.66669677
 0.66115299 0.65600253 0.65009624 0.64459663 0.63980249 0.63487638
 0.63000421 0.62374937 0.61771155 0.6146242  0.61645395 0.61920065
 0.62620379]",0.001
0.0003433569256837169,0.0357927116373996,"[0.48426183 0.4739605  0.463992   0.45277241 0.4413983  0.43035859
 0.41901119 0.40799679 0.39697802 0.38527092 0.37468576 0.36094613
 0.34781628 0.33318462 0.31838669 0.30460966 0.29317297 0.28453632
 0.27572378 0.26300245 0.25139439 0.24331015 0.24099435 0.24357466
 0.25324768]",0.001
0.0003053488968483483,0.03999033676318597,"[0.48059743 0.47338672 0.46460686 0.45393793 0.44216257 0.4302864
 0.41811858 0.4070425  0.39805434 0.39041996 0.38352534 0.37715788
 0.37105088 0.36358828 0.35720928 0.34835839 0.34282135 0.3367036
 0.32731025 0.31683892 0.30305838 0.29670767 0.29457259 0.30039405
 0.31349708]",0.001
0.0002643655576976016,0.0417668959961049,"[0.5171629  0.50766657 0.49677612 0.48500339 0.47254503 0.45867025
 0.44454615 0.43181292 0.42087151 0.41125228 0.40170834 0.39223781
 0.38415674 0.37646072 0.36732064 0.35612591 0.3431359  0.3296052
 0.31582025 0.30439816 0.29796864 0.29729874 0.30205548 0.31123745
 0.32281646]",0.001
0.00023338343860814347,0.02990454472204969,"[0.45287012 0.42540813 0.39832622 0.37344692 0.35154456 0.33278367
 0.31696921 0.30649868 0.29921852 0.29376454 0.28821059 0.28199778
 0.27577788 0.27117895 0.26752115 0.26309529 0.25470855 0.24437962
 0.23344387 0.2225698  0.21254494 0.20632123 0.20573944 0.21395723
 0.23193871]",0.001
0.00020676938731533785,0.031878654175371904,"[0.44729534 0.42698959 0.40813879 0.39030255 0.37348991 0.35753488
 0.34383594 0.33246609 0.32255152 0.31422967 0.30417089 0.2923197
 0.27968708 0.26849661 0.25798241 0.25091167 0.24504708 0.24177242
 0.23898307 0.23449093 0.232944   0.23411298 0.23759242 0.24465147
 0.25097092]",0.001
