mean: 0.365595209654	0.41899795058	0.42868531351	0.423690009848	0.413609454651	0.401400665241	0.388690759662	0.376075398527	0.363569910668	0.35130009457	0.33924786038	0.32738737025	0.315802743115	0.304741935874	0.293764874686	0.282698639695	0.271234693996	0.260173142917	0.249383796958	0.238801429243	0.228360589987	0.218108360353	0.208007967955	0.197979922756	0.188045377122
std: 0.0251259852947	0.0281662439295	0.027638903512	0.02735382442	0.0270902810439	0.0268450154525	0.0270465447691	0.0275704745918	0.0281065171122	0.0286710528077	0.02921529156	0.0297251098868	0.0302455656981	0.0303661320459	0.0308110260659	0.0317197687713	0.0335543909104	0.0349943421776	0.0363434016496	0.0377202549199	0.0391772460464	0.0407264076607	0.0424050921587	0.0441597329993	0.0457555727716
mean sub: 0.173895020368	0.116594951246	0.0897841182154	0.0762782495905	0.0695466716739	0.0668155057282	0.0668609794281	0.0689927304336	0.072673336807	0.0775100216426	0.0832361538094	0.0896155110769	0.0965150201608	0.103868873076	0.111472852931	0.119085800484	0.126472745168	0.133987891813	0.141608896963	0.14933450271	0.157037871273	0.164847492861	0.172670230421	0.180400369593	0.188045377122
std sub: 0.0340914861413	0.0269748889281	0.0209850462011	0.0169947812185	0.0146804034431	0.0134679529895	0.0130480628379	0.0133304903608	0.0142613830148	0.0157719690759	0.0176572266235	0.019716588177	0.0218995442912	0.0240398448019	0.0260461084423	0.0280838346529	0.0304126520431	0.0325857745408	0.0346371897524	0.0365897307981	0.0385223299405	0.0403786461431	0.0422769147686	0.0441512762941	0.0457555727716
mean label: 0.344310261157	0.278422728603	0.233855709955	0.203900731174	0.185128118679	0.175191287764	0.17244313753	0.175442558516	0.182687213832	0.192870356187	0.205050174928	0.218490030556	0.232861297007	0.248176459497	0.263842566728	0.279625482108	0.294713701085	0.310148836422	0.325996310205	0.342157607795	0.358735461415	0.375524717474	0.392469096152	0.409380325663	0.426637387413
std label: 0.366808595442	0.307961257041	0.274967390506	0.254337674292	0.239779984991	0.228502181094	0.219150071025	0.21108455364	0.204233817606	0.198696284446	0.194565531267	0.191918207367	0.190741551783	0.191039553891	0.19283225401	0.195918443563	0.199857853718	0.204696398025	0.210418186108	0.21707785163	0.224733860863	0.233133560831	0.242070422076	0.251479635482	0.261144246824

mean: 0.394108022673	0.382880350693	0.373838805634	0.361789077481	0.34823978378	0.333907109624	0.319373828559	0.304785972859	0.290405235811	0.276203483329	0.262237536849	0.248459823004	0.234731819052	0.22091307673	0.207103941178	0.193209644395	0.17921374463	0.165245211048	0.150999346504	0.136965001231	0.123139255284	0.109609702279	0.0965717524233	0.0836451270797	0.070896046125
std: 0.0230761060407	0.0195732963254	0.0188317167057	0.0180471813235	0.0172110857865	0.0164391207114	0.0156526686437	0.0148557730573	0.0140789368798	0.0134578983827	0.0131128256967	0.0130024574694	0.0129954450075	0.012904734685	0.0128098770669	0.012553657506	0.0122785584513	0.012209637853	0.0118892196187	0.0118449432206	0.0121169117604	0.0127964238787	0.014221858058	0.0156229494647	0.0170780220063
mean sub: 0.0885241508414	0.0641576479152	0.0558288433103	0.0531379367616	0.0522295477292	0.052068018374	0.0522404422786	0.0526703235968	0.0533652834998	0.0543993409173	0.0556294620422	0.0571009091524	0.0585369487959	0.0598948988284	0.0610291248809	0.0620124782786	0.0628441888983	0.0637392465434	0.0641623415178	0.0647788326078	0.0654996591634	0.0664995449717	0.0679301897006	0.0693772063212	0.070896046125
